1 69514.003929
2 31919.345357
3 36026.947500
4 32225.440714
5 24499.476429
6 26061.169286
7 26059.853571
8 26045.116071
9 26058.665357
10 26043.905357
11 26077.788214
12 26052.058929
13 39012.805714
14 38088.966429
15 39092.917500
16 39091.932857
1 13221.811071
2 12971.390357
3 14246.286429
4 12799.573929
5 12953.485714
6 13012.325357
7 13029.522857
8 12999.063214
9 13005.334286
10 13026.062143
11 26066.213571
12 20026.564286
13 12953.481429
14 13026.876429
15 12959.102143
16 13070.314286
1 13147.113214
2 12904.367143
3 13050.785357
4 13032.426429
5 12948.850714
6 13021.804286
7 13030.527857
8 12997.238571
9 13025.361429
10 13001.657143
11 13012.171071
12 12975.445714
13 12938.452500
14 13062.602143
15 13026.253929
16 13572.433929
1 13147.892143
2 12955.474286
3 13005.358929
4 13023.630000
5 13974.534643
6 13003.635000
7 13026.082500
8 12961.250357
9 13052.782500
10 13037.401071
11 12992.629286
12 13072.668214
13 12825.465000
14 13072.543929
15 12993.196071
16 12933.062143
1 13141.100357
2 12937.344643
3 13022.728929
4 13007.576786
5 12977.237143
6 13009.669286
7 12971.831786
8 13021.851429
9 13058.726786
10 13005.928929
11 12982.864286
12 13045.848214
13 12959.764286
14 13011.458571
15 12968.075357
16 13022.633571
1 13110.864643
2 12934.880357
3 12978.788571
4 13051.590000
5 12939.466071
6 13050.822857
7 12959.783571
8 13071.090000
9 12978.352500
10 13007.660357
11 13061.973214
12 12960.966429
13 13003.611429
14 13010.303571
15 26051.076429
16 20032.178571
1 13173.563571
2 12944.796429
3 12966.500357
4 13059.148929
5 12977.736429
6 14053.863214
7 12972.785357
8 13017.259286
9 13016.985000
10 12972.400714
11 13004.943214
12 13069.753929
13 12939.729643
14 13000.897500
15 13088.997857
16 12955.517143
1 13213.458214
2 12904.787143
3 13829.221071
4 13255.093929
5 12986.959286
6 12990.405000
7 13012.397143
8 13026.775714
9 13010.785714
10 13017.521786
11 13101.637500
12 225621.588214
13 17929.388571
14 13018.597500
15 13025.824286
16 12999.503571
1 13208.794286
2 12945.125357
3 13168.892143
4 12859.879286
5 12973.295357
6 13008.706071
7 13018.230000
8 13013.525357
9 13025.854286
10 13021.073571
11 13021.007143
12 13012.863214
13 12950.355000
14 13013.467500
15 12976.054286
16 13010.087143
1 12961.234286
2 12871.718571
3 26091.743571
4 20040.413571
5 12972.876429
6 13008.999643
7 13016.028214
8 13014.810000
9 13021.834286
10 13009.985357
11 12984.709286
12 13060.682143
13 13950.040714
14 12966.043929
15 13052.529643
16 12978.577500
1 12907.609286
2 12981.581786
3 12991.595357
4 13039.528929
5 12971.087143
6 13022.317500
7 13005.653571
8 13009.875000
9 13025.841429
10 13008.174643
11 13012.940357
12 13013.906786
13 12958.218214
14 13020.233571
15 12979.447500
16 13061.132143
1 12152.833929
2 13295.110714
3 13006.576071
