1 5835.1703572
2 4054.2139286
3 4315.3510714
4 5099.0937856
5 4951.9795716
6 5091.674143
7 4847.9430714
8 5000.0063572
9 4996.3392142
10 4940.3088572
11 4988.6972858
12 4986.8052856
13 11139.656214
14 6684.3037858
15 9494.673
16 7715.9592856
