0 16750.247857
512 2.439643
1024 0.643929
1536 0.553929
2048 0.533571
2560 0.540000
3072 0.526071
3584 0.530357
4096 229.729286
4608 1.102500
5120 0.579643
5632 0.562500
6144 0.527143
6656 0.527143
7168 0.522857
7680 0.527143
8192 237.822857
8704 1.053214
9216 0.570000
9728 0.540000
0 170.611071
512 0.542857
1024 0.310000
1536 0.272857
2048 0.271429
2560 0.262857
3072 0.262857
3584 0.261429
4096 161.237857
4608 0.806786
5120 0.557143
5632 0.556071
6144 0.543214
6656 0.543214
7168 0.543214
7680 0.543214
8192 166.117500
8704 0.716786
9216 0.566786
9728 0.553929
0 7171.022500
512 1.585714
1024 0.620357
1536 0.579643
2048 0.540000
2560 0.540000
3072 0.540000
3584 0.535714
4096 278.741786
4608 1.496786
5120 0.580714
5632 0.562500
6144 0.546429
6656 0.546429
7168 0.547500
7680 0.546429
8192 272.911071
8704 1.450714
9216 0.613929
9728 0.582857
0 232.492500
512 1.410000
1024 0.669643
1536 0.570000
2048 0.552857
2560 0.550714
3072 0.543214
3584 0.547500
4096 222.162857
4608 1.073571
5120 0.580714
5632 0.560357
6144 0.540000
6656 0.532500
7168 0.540000
7680 0.536786
8192 208.116429
8704 1.007143
9216 0.573214
9728 0.573214
0 219.337143
512 1.446429
1024 0.639643
1536 0.582857
2048 0.560357
2560 0.557143
3072 0.557143
3584 0.557143
4096 217.957857
4608 1.113214
5120 0.576429
5632 0.562500
6144 0.570000
6656 0.570000
7168 0.560357
7680 0.562500
8192 222.420000
8704 0.976071
9216 0.603214
9728 0.606429
0 211.070357
512 1.252500
1024 0.620357
1536 0.576429
2048 0.559286
2560 0.559286
3072 0.556071
3584 0.557143
4096 195.502500
4608 1.159286
5120 0.570000
5632 0.580714
6144 0.557143
6656 0.566786
7168 0.552857
7680 0.557143
8192 200.706429
8704 1.086429
9216 0.603214
9728 0.633214
0 7165.034286
512 1.590000
1024 0.619286
1536 0.590357
2048 0.570000
2560 0.536786
3072 0.540000
3584 0.536786
4096 224.716071
4608 1.236429
5120 0.576429
5632 0.576429
6144 0.540000
6656 0.536786
7168 0.540000
7680 0.536786
8192 232.556786
8704 1.050000
9216 0.566786
9728 0.547500
0 215.346429
512 1.410000
1024 0.636429
1536 0.589286
2048 0.556071
2560 0.552857
3072 0.552857
3584 0.552857
4096 172.826786
4608 0.786429
5120 0.559286
5632 0.540000
6144 0.540000
6656 0.540000
7168 0.540000
7680 0.533571
8192 210.543214
8704 0.780000
9216 0.559286
9728 0.546429
0 235.526786
512 1.272857
1024 0.633214
1536 0.587143
2048 0.549643
2560 0.543214
3072 0.540000
3584 0.536786
4096 223.513929
4608 1.140000
5120 0.579643
5632 0.563571
6144 0.552857
6656 0.573214
7168 0.552857
7680 0.557143
8192 172.954286
8704 0.827143
9216 0.590357
9728 0.557143
0 7182.648214
512 1.391429
1024 0.567143
1536 0.510000
2048 0.504286
2560 0.495000
3072 0.492143
3584 0.492143
4096 300.215357
4608 1.486071
5120 0.527857
5632 0.500714
6144 0.489286
6656 0.497857
7168 0.500714
7680 0.486429
8192 282.901071
8704 1.450714
9216 0.602857
9728 0.501429
0 212.025000
512 1.332857
1024 0.623571
1536 0.566786
2048 0.549643
2560 0.549643
3072 0.546429
3584 0.543214
4096 172.637143
4608 0.789643
5120 0.570000
5632 0.563571
6144 0.557143
6656 0.573214
7168 0.552857
7680 0.546429
8192 262.620000
8704 0.830357
9216 0.570000
9728 0.549643
0 214.290000
512 1.293214
1024 0.630000
1536 0.576429
2048 0.546429
2560 0.540000
3072 0.543214
3584 0.543214
4096 209.716071
4608 1.149643
5120 0.573214
5632 0.573214
6144 0.557143
6656 0.582857
7168 0.552857
7680 0.556071
8192 173.269286
8704 0.756429
9216 0.589286
9728 0.566786
0 210.994286
512 1.436786
1024 0.613929
1536 0.577500
2048 0.543214
2560 0.546429
3072 0.536786
3584 0.540000
4096 214.986429
4608 1.122857
5120 0.613929
5632 0.546429
6144 0.536786
6656 0.536786
7168 0.536786
7680 0.535714
8192 215.346429
8704 0.990000
9216 0.573214
9728 0.549643
0 225.746786
512 1.432500
1024 0.639643
1536 0.606429
2048 0.570000
2560 0.570000
3072 0.549643
3584 0.560357
4096 183.673929
4608 0.790714
5120 0.570000
5632 0.546429
6144 0.547500
6656 0.563571
7168 0.549643
7680 0.557143
8192 288.660000
8704 0.786429
9216 0.559286
9728 0.546429
0 222.240000
512 1.433571
1024 0.686786
1536 0.620357
2048 0.650357
2560 0.612857
3072 0.606429
3584 0.612857
4096 173.220000
4608 1.076786
5120 0.650357
5632 0.606429
6144 0.616071
6656 0.596786
7168 0.592500
7680 0.595714
8192 214.326429
8704 1.062857
9216 0.626786
9728 0.610714
0 231.303214
512 1.279286
1024 0.639643
1536 0.630000
2048 0.559286
2560 0.547500
3072 0.530357
3584 0.529286
4096 203.546786
4608 1.187143
5120 0.570000
5632 0.540000
6144 0.532500
6656 0.563571
7168 0.540000
7680 0.536786
8192 173.666786
8704 0.803571
9216 0.563571
9728 0.546429
0 212.603571
512 1.296429
1024 0.630000
1536 0.587143
2048 0.552857
2560 0.553929
3072 0.557143
3584 0.556071
4096 221.062500
4608 1.146429
5120 0.570000
5632 0.543214
6144 0.533571
6656 0.550714
7168 0.536786
7680 0.543214
8192 172.657500
8704 0.753214
9216 0.563571
9728 0.529286
0 205.436786
512 1.733571
1024 0.653571
1536 0.546429
2048 0.543214
2560 0.532500
3072 0.540000
3584 0.530357
4096 224.392500
4608 1.043571
5120 0.570000
5632 0.576429
6144 0.553929
6656 0.570000
7168 0.540000
7680 0.543214
8192 1157.553214
8704 1.223571
9216 0.590357
9728 0.546429
